"","a.perfect.circle","abba","ac.dc","adam.green","aerosmith","afi","air","alanis.morissette","alexisonfire","alicia.keys","all.that.remains","amon.amarth","amy.macdonald","amy.winehouse","anti.flag","aphex.twin","apocalyptica","arcade.fire","arch.enemy","arctic.monkeys","as.i.lay.dying","atb","atreyu","audioslave","avril.lavigne","babyshambles","bad.religion","beastie.boys","beatsteaks","beck","beirut","belle.and.sebastian","beyonce","billy.talent","bjork","black.eyed.peas","black.sabbath","blind.guardian","blink.182","bloc.party","bloodhound.gang","blur","boards.of.canada","bob.dylan","bob.marley","bob.marley...the.wailers","breaking.benjamin","bright.eyes","bring.me.the.horizon","britney.spears","bruce.springsteen","bullet.for.my.valentine","caliban","cascada","cat.power","children.of.bodom","chimaira","christina.aguilera","clueso","cocorosie","coldplay","crystal.castles","cypress.hill","daft.punk","damien.rice","dark.tranquillity","david.bowie","david.guetta","death.cab.for.cutie","deep.purple","deftones","deichkind","depeche.mode","dido","die.apokalyptischen.reiter","die.toten.hosen","digitalism","dimmu.borgir","dire.straits","disturbed","dream.theater","dredg","dropkick.murphys","duffy","editors","eels","elliott.smith","eluveitie","elvis.presley","eminem","ensiferum","enter.shikari","equilibrium","eric.clapton","evanescence","faithless","fall.out.boy","farin.urlaub","feist","finntroll","flogging.molly","flyleaf","foo.fighters","frank.sinatra","franz.ferdinand","funeral.for.a.friend","genesis","gentleman","godsmack","goldfrapp","good.charlotte","gorillaz","green.day","groove.coverage","guano.apes","guns.n.roses","hammerfall","hans.zimmer","hatebreed","heaven.shall.burn","him","hoobastank","hot.chip","howard.shore","in.extremo","in.flames","incubus","interpol","iron.maiden","jack.johnson","james.blunt","james.morrison","jamiroquai","jason.mraz","jay.z","jimi.hendrix","jimmy.eat.world","johnny.cash","jose.gonzalez","joy.division","judas.priest","justice","justin.timberlake","kaiser.chiefs","kanye.west","kate.nash","katie.melua","katy.perry","keane","kelly.clarkson","killswitch.engage","kings.of.convenience","kings.of.leon","korpiklaani","kreator","lacuna.coil","lady.gaga","led.zeppelin","lenny.kravitz","leona.lewis","lily.allen","limp.bizkit","linkin.park","lostprophets","machine.head","madonna","mando.diao","manowar","manu.chao","maria.mena","marilyn.manson","massive.attack","metallica","mgmt","michael.jackson","mika","millencolin","misfits","moby","modest.mouse","mogwai","morcheeba","motorhead","muse","my.chemical.romance","nada.surf","nelly.furtado","nickelback","nightwish","nine.inch.nails","nirvana","nofx","norah.jones","nouvelle.vague","oasis","oomph.","opeth","panic.at.the.disco","papa.roach","paramore","parkway.drive","pearl.jam","peter.fox","pink","pink.floyd","placebo","porcupine.tree","portishead","queen","queens.of.the.stone.age","r.e.m.","radiohead","rage.against.the.machine","rammstein","ramones","razorlight","red.hot.chili.peppers","regina.spektor","rihanna","rise.against","rob.zombie","robbie.williams","schandmaul","scooter","seeed","seether","serj.tankian","silverstein","simple.plan","slayer","slipknot","snow.patrol","soilwork","sonata.arctica","sonic.syndicate","staind","stars","stone.sour","subway.to.sally","sufjan.stevens","sum.41","system.of.a.down","tegan.and.sara","tenacious.d","the.beatles","the.chemical.brothers","the.clash","the.cure","the.decemberists","the.doors","the.fratellis","the.fray","the.hives","the.killers","the.kooks","the.libertines","the.national","the.notwist","the.offspring","the.postal.service","the.prodigy","the.pussycat.dolls","the.rolling.stones","the.shins","the.smashing.pumpkins","the.smiths","the.streets","the.strokes","the.subways","the.ting.tings","the.used","the.white.stripes","the.wombats","thievery.corporation","three.days.grace","timbaland","tom.waits","tool","tori.amos","travis","trivium","u2","underoath","volbeat","yann.tiersen"
"a.perfect.circle",1,0,0.0179172343658117,0.0515539262226467,0.0627764820574345,0,0.0517549169506766,0.0607176740718916,0,0,0.130120009726471,0.0429338790741092,0,0.0360374985078224,0,0,0.0858677581482184,0.0563436169819011,0.0298807152333598,0.063887656499994,0.0872871560943969,0,0.0246556836360769,0.1176979772673,0,0,0.0236690534165575,0,0.0468807230938495,0.0254823595718813,0,0.0281718084909506,0,0.102985730108887,0,0.0254823595718813,0.0270665980980383,0.0221948380809238,0.0368855556781659,0.113855008510662,0.0241472644208148,0,0.0597614304667197,0,0.04130081027822,0.0298807152333598,0.0473381068331151,0.0857142857142857,0,0,0,0.145816523315298,0.1176979772673,0,0.031943828249997,0.0432843655349805,0.0331496772065898,0,0.0169882397145875,0,0.0963435958946194,0,0,0.0190174565282241,0,0.0313882410287172,0,0,0.13228756555323,0,0.323669437485075,0.0334730963502289,0.0360374985078224,0.0331496772065898,0.0460043706228236,0.0421117443806158,0.0263981838674227,0.0281718084909506,0.0298807152333598,0.10690449676497,0.154303349962092,0.347439614486152,0.0236690534165575,0,0.169030850945703,0.0285714285714286,0,0.0270665980980383,0,0,0.0230021853114118,0.0281718084909506,0.0241472644208148,0,0.0813250060790444,0,0.0975900072948533,0.0336383965967632,0,0.0260820265478651,0.0281718084909506,0.0313882410287172,0.109388353885649,0.0579771035652448,0.0404061017820884,0.0662993544131796,0.0308606699924184,0,0.165748386032949,0,0,0.0644008186111638,0.0358344687316233,0,0.0925820099772551,0.063887656499994,0.0281718084909506,0.0527963677348455,0.05884898863365,0.0498444786279227,0.0986227345443076,0.0650600048632355,0,0,0.0364541308288245,0.152127765851133,0.200838578101374,0.123278418180384,0.0211288563682129,0.061213336778284,0,0,0.0281718084909506,0,0,0.0509647191437626,0.0764470787156438,0.0358344687316233,0.0277885007188364,0.0277885007188364,0,0.0260820265478651,0.0234403615469248,0.0487950036474267,0,0.0239045721866879,0,0,0.0298807152333598,0,0.138013111868471,0.0298807152333598,0.0716689374632466,0.0270665980980383,0,0,0,0.0555770014376728,0.031943828249997,0,0,0.154102825705884,0.108112495523467,0.0521640530957301,0.1176979772673,0.0225876975726313,0.0164957219768465,0.0308606699924184,0,0,0.162791385511296,0.0832250378576479,0.165615734242165,0,0,0,0.029424494316825,0,0.0223886831419823,0.0986227345443076,0.0941647230861517,0,0,0.137730007751139,0.088779352323695,0.05884898863365,0.040697846377824,0.0473381068331151,0.0174342010938602,0.214669395370546,0.0468807230938495,0.0257769631113233,0.0473381068331151,0.029424494316825,0.0214669395370546,0.0607176740718916,0.187082869338697,0.0563436169819011,0.060180814071378,0.0236690534165575,0.0285714285714286,0.100790526135794,0,0,0.0432843655349805,0.143747227124986,0.223606797749979,0.060180814071378,0.0409960030845394,0.145643816250884,0.0236690534165575,0.173384289372602,0.120361628142756,0.112150076912826,0,0,0.06213697660012,0.0298807152333598,0.0197835647062233,0.03268165827673,0.0662993544131796,0,0.0390360029179413,0,0.039298874594593,0.130120009726471,0.0650600048632355,0.0521640530957301,0,0,0.149330678589311,0.0872871560943969,0.114285714285714,0.0313882410287172,0,0.159719141249985,0,0.0946762136662302,0.0693687975619296,0,0.019389168358237,0.199204768222399,0,0.137546061081075,0.029649972666444,0.0246556836360769,0,0.0677630927178939,0.0325300024316178,0.0460043706228236,0,0.0308606699924184,0.0221948380809238,0.0882734829504749,0.03268165827673,0,0.0331496772065898,0.0833655021565093,0.0682987776762511,0.095831484749991,0.0708769911938334,0,0,0.0246556836360769,0.174455675197729,0,0,0.0223886831419823,0,0,0.0563436169819011,0.0999306278098956,0,0,0.0764470787156438,0.0473381068331151,0.081199794294115,0.394708941180686,0.125552964114869,0.0303588370359458,0.111154002875346,0.0243975018237133,0.0650600048632355,0.0521640530957301,0
"abba",0,1,0.0522787734056614,0.025070610528195,0.0610562510872664,0,0.0167789013803506,0.0295269297678746,0,0,0,0,0.117427848075255,0.0525749727924586,0,0,0,0,0,0.01553424415003,0,0.116247638743819,0,0,0.103561627666867,0,0.0230204627758065,0.05014122105639,0,0,0.0632771997168333,0,0.0600300225187664,0.0286181903516071,0,0.0247840798548305,0.0526498126492656,0.0215866445888173,0,0.0316385998584166,0.023485569615051,0.0295269297678746,0,0.0239800568855584,0.0401690658636695,0.0290619096859548,0,0,0,0.12683657235796,0.0644825880219161,0.0354551974259471,0,0.0507346289431841,0,0,0,0.12683657235796,0.0826135995161016,0,0.105416485798559,0,0.0305281255436332,0.0554889934625245,0.0253673144715921,0,0.0581238193719096,0.048478616556372,0,0.0967238820328742,0,0.0325558506696506,0.105149945584917,0.0967238820328742,0,0.0546103711529692,0.0256748082981548,0,0.0581238193719096,0,0.0900450337781496,0,0,0.150075056296916,0.0273998312175595,0.0277885007188364,0.0316385998584166,0,0.191798818522917,0.0227980376293777,0,0,0,0.0581238193719096,0.0474578997876249,0.0610562510872664,0,0,0.0401690658636695,0,0,0,0.0151986917529184,0.11277677488692,0.0196494372972965,0,0.0600300225187664,0,0,0.0256748082981548,0.0474578997876249,0.0208786922664831,0.0697050312075485,0.16120647005479,0,0.03106848830006,0.0273998312175595,0.102699233192619,0,0,0,0.0316385998584166,0.0610562510872664,0.114472761406428,0.0177275987129735,0.0164398987305357,0.0162779253348253,0,0.0410997468263393,0.0446519548929752,0.0810810810810811,0.0300150112593832,0.0273998312175595,0.0821994936526786,0,0.0247840798548305,0,0.0522787734056614,0,0.027027027027027,0,0.0507346289431841,0.068394112888133,0.0237289498938125,0.0191109940861229,0.0929981109950554,0.06213697660012,0,0.0581238193719096,0.164398987305357,0,0,0,0,0,0,0,0.0540540540540541,0.03106848830006,0.0600300225187664,0.0610562510872664,0.0374700067253984,0.0584166364360651,0,0,0.241656126340061,0.0641747934815853,0,0,0,0,0.0404722329258176,0.0671156055214024,0.0647599337664518,0.187884556920408,0.14097096860865,0,0,0.0435503556309342,0,0,0.0266690373531333,0,0.0297679699286501,0.0215866445888173,0.0286181903516071,0.0593739369995759,0.0460409255516131,0.118695225859123,0,0.0303973835058369,0,0.0690613883274196,0.0286181903516071,0.0208786922664831,0,0,0.0547996624351191,0.0390211405519284,0.0230204627758065,0,0.0245071540697936,0.049820416604494,0.0939422784602042,0.0631474001961172,0.03106848830006,0.06213697660012,0.0195105702759642,0.179426750136503,0,0.0690613883274196,0.0153302846132084,0,0.036358962417279,0,0.0256748082981548,0.0362605617972939,0,0.134690122504708,0.0158930499790244,0,0.205398466385239,0.01898315991505,0.10028244211278,0.0191109940861229,0,0.0316385998584166,0,0.0273998312175595,0,0,0.0212238179989004,0.0277885007188364,0.0305281255436332,0,0,0.09320546490018,0.0230204627758065,0,0.0277885007188364,0,0.0129164043048688,0.0885807893036239,0.0382219881722458,0.173024940218542,0.0239800568855584,0,0.0219687387581873,0,0,0,0.0300150112593832,0,0.0286181903516071,0.0158930499790244,0,0,0.027027027027027,0.0332136110696627,0.03106848830006,0.034467393112929,0.0915843766308995,0.0671156055214024,0.0479601137711168,0.024239308278186,0.0259937622455018,0.027027027027027,0,0.0227980376293777,0.0322412940109581,0,0,0,0,0,0,0,0,0.0610562510872664,0.0295269297678746,0,0.0949157995752499,0,0.0253673144715921,0
"ac.dc",0.0179172343658117,0.0522787734056614,1,0.113153712879593,0.177152998315265,0.0678942014250899,0.0757299064213852,0.0380762478772567,0,0.0883331566671967,0.0203996687120702,0.107695892304592,0.0151428268572337,0.0112996153676392,0.052999894000318,0,0.161543838456888,0.0176666313334393,0.149906337799172,0.0901443465241879,0.082107082725596,0.0374765844497931,0.0463849745264742,0.11071316776171,0.0400641540107502,0.0339471007125449,0.133586452843634,0.0484944483769685,0.127395890274869,0.0159800693025148,0.0203996687120702,0.0176666313334393,0.0193528249929046,0.0830348758212823,0,0.0159800693025148,0.237629704987815,0.167021448555004,0.104089725463326,0.0407993374241403,0.181713922286805,0,0,0.077308290877457,0.155399222423086,0.112429753349379,0.0593717568193927,0.0179172343658117,0.0203996687120702,0.0327122447675394,0.0415765374963032,0.0800117576935959,0.0184521946269516,0.0654244895350787,0,0.176434467678948,0.0207882687481516,0,0.095880415815089,0,0.105730410721448,0,0.0590509994384217,0.0477036315920956,0,0.0787346659178956,0.0374765844497931,0.0156288160948182,0.0237022731569989,0.187094418733364,0.0369043892539032,0.0734688007514147,0.14689499977931,0,0.100973208561847,0.228872884731596,0.0165543856514541,0.105999788000636,0.0936914611244827,0.111733587192332,0.0580584749787138,0,0.103900574433937,0,0.0176666313334393,0.0358344687316233,0,0.0339471007125449,0.0706665253337573,0.0440985774028391,0.144247440802638,0.0176666313334393,0.12114261485787,0.112429753349379,0.0713988404922455,0.0393673329589478,0.0367194036817263,0.189852716187013,0.0129499352019239,0.114492856686388,0.0883331566671967,0.0590509994384217,0.137195574142166,0.0545364410025449,0.0760163875210444,0,0.116116949957428,0.0600962310161253,0.0415765374963032,0.0496631569543622,0.0305995030681052,0.0673099326903702,0.168539325842697,0.0831530749926064,0.0580584749787138,0.0801283080215004,0.211999576001272,0.0496631569543622,0.0553565838808549,0.0625152643792727,0.0618466327019656,0.0203996687120702,0,0.0553565838808549,0.137163013189022,0.14839970320089,0.0839643437159025,0.0309233163509828,0.26499947000159,0.143951548304796,0.0522787734056614,0.0580584749787138,0.052999894000318,0.0353332626668787,0.0580584749787138,0.159800693025148,0.0799003465125741,0.146067415730337,0.0174262578018871,0,0.21500681238974,0.0163561223837697,0.0146995258009464,0.0152997515340526,0.0492889002496775,0.0299812675598345,0,0.018178813667515,0.0187382922248965,0,0.0432742322407915,0.0187382922248965,0.0224719101123596,0.0848677517813624,0.187094418733364,0,0.0348525156037742,0.156836320216984,0.0600962310161253,0,0.0196836664794739,0.144957563341823,0.15066153823519,0.0654244895350787,0.0922609731347581,0.0283296349835037,0.0724116405896448,0.135469774950332,0.0781440804740908,0,0.114847874148305,0.0652383597424573,0.268300239892908,0.0556738161850013,0.0908569611434023,0.018178813667515,0.0922609731347581,0.0207882687481516,0.0561600596195509,0.0154616581754914,0,0.0859771812451136,0.206345234988273,0.0479838494349319,0.0556738161850013,0.0184521946269516,0,0.16327233125333,0.174928693508454,0.0673099326903702,0.195993677345952,0.096988896753937,0.0593717568193927,0,0.107695892304592,0.057114371815885,0.117320266551948,0.052999894000318,0.125798604171592,0.0445288176145445,0,0.126412123503994,0.149906337799172,0.0454284805717011,0.162862585549798,0.0600962310161253,0.0400641540107502,0.0628993020857958,0.0514174496729061,0.104381375587932,0.0742146960242409,0.0494226559915235,0.176118045840228,0.226617833374863,0.139410062415097,0.0827719282572703,0.27276407926919,0,0.0248126735802821,0.0717317040239236,0.103941343740758,0.0496631569543622,0.0979184098179367,0.096988896753937,0.147866700749032,0.0611990061362105,0.0815986748482806,0.0654244895350787,0.0353332626668787,0.140659344853363,0.140468620230245,0.0273690275751987,0.053751703097435,0.0787346659178956,0.0200320770053751,0.0200320770053751,0.0200320770053751,0.118743513638785,0.174005580502829,0,0.145908114925739,0.149906337799172,0.0380762478772567,0.123222250624194,0.213826317454846,0.0154616581754914,0.0590509994384217,0.0991537224422629,0.0203996687120702,0.0576989763210554,0.0827719282572703,0,0.125266086416253,0.0553565838808549,0.0614843177347917,0.0787346659178956,0,0.0174262578018871,0.246274697812926,0.0200320770053751,0.0888943763654437,0,0.173096928963166,0.0154616581754914,0.0312576321896363,0.0167600380788498,0.0174262578018871,0.0421200447146632,0.0734976290047318,0.0623648062444548,0.0706665253337573,0.146222572434729,0,0.0190381239386283,0.0319601386050297,0.0445288176145445,0.0678942014250899,0.0582407626328354,0.0393673329589478,0,0.0871312890094356,0.122398012272421,0.0203996687120702,0.130848979070157,0
"adam.green",0.0515539262226467,0.025070610528195,0.113153712879593,1,0.0566365471788599,0,0.0933859209547035,0,0,0.0254164283887674,0,0.0193673377995883,0,0.14630761997153,0.0254164283887674,0.0598148604554579,0,0.10166571355507,0.0269581933008596,0.158507364868665,0.0196874807739539,0,0.0222442026650065,0.0530931873201899,0.038426027846949,0.195354516202202,0,0.0465116279069768,0.0986894847021565,0.0919600979743406,0.0880450906325624,0.152498570332605,0,0.0796397809802848,0.064699663922063,0,0.0244193145252752,0,0.016638958140993,0.146741817720937,0,0.0821686553497165,0.0539163866017192,0.133465215990039,0.0186306656026652,0,0,0.15466177866794,0,0,0,0.0164443437485244,0,0,0.144097604426059,0,0,0,0.0919600979743406,0.14159136794715,0.152111025690006,0.0566365471788599,0,0.034314859277946,0.0470620805335012,0,0.107832773203438,0,0.153448726380857,0,0,0.0905976508333705,0.0975384133143533,0,0.020752426878823,0.0633215847514023,0.0714488262344311,0,0,0.0160747607390137,0.0278423023194852,0,0.0213540710879491,0,0.152498570332605,0.103107852445293,0.0880450906325624,0,0,0.0422954934437814,0,0.0254164283887674,0,0,0.0293483635441875,0,0,0.106219224254357,0.130414659218657,0,0.0254164283887674,0,0.169181973775125,0,0.182270654144122,0.029907430227729,0.0278423023194852,0.0288195208852117,0,0.0476325508229541,0.0220112726581406,0.0581020133987648,0.0323296322513123,0,0.0278423023194852,0,0,0.023816275411477,0,0,0,0,0.0849548207682899,0,0.0164443437485244,0.0457495710997814,0.075498042361142,0.155709418655045,0.0381246425831512,0.110452574683839,0.075211831584585,0,0.0254164283887674,0.0254164283887674,0,0.0459800489871703,0.0459800489871703,0.096988896753937,0.025070610528195,0.125353052640975,0,0.0235310402667506,0.0211477467218907,0.154078908606984,0.0177275987129735,0.0215665546406877,0.0576390417704235,0,0.0539163866017192,0.0254164283887674,0,0.0808745799025788,0.145483345130906,0,0.029907430227729,0,0,0.075211831584585,0.0576390417704235,0.0278423023194852,0.02831827358943,0.0173788249843743,0.0433504059174903,0.0235310402667506,0.0530931873201899,0.0203784786484806,0.133941029320922,0,0.0899387500826576,0,0.0367173409677016,0.0563138291833708,0.0996116490183505,0.100120216432909,0,0.104613156193188,0.0530931873201899,0,0.0605967872435083,0.0667326079950194,0.0566365471788599,0.0247385347997647,0.0247385347997647,0.124259146519319,0.0600721298597455,0.10618637464038,0.0183586704838508,0.0213540710879491,0.0157290265465139,0.0581020133987648,0.11278798251675,0.0465116279069768,0.0640622132638473,0.10618637464038,0.11620402679753,0,0.0482242822170412,0.0508328567775349,0.0180982506171521,0.0427081421758982,0,0.0681994339470473,0.061618727544822,0.021785510047515,0.058576323418842,0.115278083540847,0.0288195208852117,0.0542947518514562,0,0.150170211155656,0.128124426527695,0.184867345110406,0,0.0449693750413288,0.05014122105639,0.0952651016459082,0.112119178756932,0.107832773203438,0,0.0442277797403476,0,0.0476325508229541,0.0176090181265125,0,0.0354551974259471,0,0,0.0235310402667506,0.0254164283887674,0.0899387500826576,0,0.0787499230958158,0,0,0,0.0288195208852117,0.0576390417704235,0.0213540710879491,0.0312920463770375,0.0515539262226467,0.052478357140599,0.107832773203438,0.136947758916194,0.0709103948518942,0.160500112851682,0.0222442026650065,0.02831827358943,0.0815139145939222,0.0880450906325624,0.041504853757646,0.0714488262344311,0.0278423023194852,0.0800961731463273,0.10618637464038,0.176911118961391,0.2831827358943,0.029907430227729,0.10028244211278,0.030809363772411,0.115278083540847,0.015986193890144,0,0.041504853757646,0.0889768106600258,0.0674540625619932,0.120560705542603,0.15042366316917,0.222188219892864,0.105738733609453,0.0598148604554579,0.0508328567775349,0.165287436849603,0,0,0.0459800489871703,0,0.146515887151651,0.0837891584890216,0.0566365471788599,0.0821686553497165,0.025070610528195,0.0220112726581406,0,0.0235310402667506,0.0880450906325624
"aerosmith",0.0627764820574345,0.0610562510872664,0.177152998315265,0.0566365471788599,1,0,0.113714706536836,0.100055601894761,0,0.0618984460590173,0,0.0707499945954867,0,0.098975947808112,0,0,0.0471666630636578,0,0,0.0175465601585899,0,0.0328266082149306,0,0.0969762275752854,0,0.0297350516725026,0.0260025483746172,0,0.0515026202624605,0,0,0,0.0339031751810405,0.0646508183835236,0,0.0279946255477927,0.118940206690011,0.0731489773641256,0,0.0178685422472966,0,0.0333518672982535,0,0,0.113431481423233,0,0,0,0,0.0286534127530626,0.109253556109384,0,0,0,0,0.0237758517182737,0,0.0286534127530626,0.0746523347941139,0,0.0926117152913554,0,0,0.0417847156482735,0.0286534127530626,0,0.131306432859723,0,0,0.109253556109384,0.0323254091917618,0.0551597348514692,0.0395903791232448,0.0364178520364615,0.0252699347859634,0.077105792327579,0.0290007395282871,0,0.0984798246447919,0.0391480146343136,0.067806350362081,0.0293610109757352,0.0520050967492344,0,0,0.0313882410287172,0,0.0594701033450053,0.0618984460590173,0,0.0252699347859634,0,0.0530558109077291,0.131306432859723,0.0357370844945932,0,0,0.0923868837673937,0.0680588888539399,0.0286534127530626,0.0309492230295086,0,0.137340320699895,0.0955394632947723,0.110974190404619,0,0.101709525543122,0.0701862406343596,0.072835704072923,0,0,0,0.0196836664794739,0.0364178520364615,0,0.140372481268719,0.0618984460590173,0.0870022185848612,0.0323254091917618,0.0273792839096697,0.0270864489243943,0.0357370844945932,0,0,0.0600721298597455,0.0371390676354104,0.0367731565676461,0.0270864489243943,0.0696357518163944,0.151308593806294,0.0915843766308995,0.067806350362081,0.0928476690885259,0.0618984460590173,0.0339031751810405,0.0559892510955854,0.0279946255477927,0.0787346659178956,0,0,0.125552964114869,0.0286534127530626,0.0772539303936907,0.0536056267418897,0.0431732891776346,0.052522573143889,0,0,0.0328266082149306,0,0,0.0328266082149306,0.0196836664794739,0.0594701033450053,0.0364178520364615,0,0,0.213696878805432,0.175465601585899,0.0339031751810405,0,0.0423238955690485,0.118771137369734,0.0286534127530626,0.0323254091917618,0.0744437500478198,0.0181220094073187,0.0339031751810405,0.0273792839096697,0.0636929755298482,0.0670652751014844,0.0457150320882494,0.181943530458937,0.0243829924547085,0.0530558109077291,0,0,0,0.0245959483971641,0,0.0344827586206897,0.120495046625756,0.0602475233128778,0.0336241319569543,0,0,0.0223550917004948,0.130012741873086,0.0957650585635115,0,0.120172780612408,0.02831827358943,0.130012741873086,0.0323254091917618,0.141499989190973,0.100055601894761,0.0587220219514703,0,0.044075964272126,0,0,0.110727306471653,0.0750322473484129,0.106111621815458,0.0713275551548211,0,0.0350931203171798,0,0.090075469822209,0.0685725481323742,0.104010193498469,0.0519485387153736,0.088151928544252,0.0958274936838439,0.0305281255436332,0.116002958113148,0.150178520670665,0,0.0434679908184311,0.0359036918522861,0,0.145003697641435,0.0214422506967559,0.0849548207682899,0.0431732891776346,0,0.0714741689891863,0,0.0309492230295086,0.0547585678193394,0.0205066195798765,0.0479463301485384,0,0,0,0.0350931203171798,0,0.0260025483746172,0.0762077588211148,0.0313882410287172,0.0426014322842305,0.0583584146043211,0,0.0647599337664518,0.130292468396891,0.0270864489243943,0,0.124072916746366,0,0.0758098043578903,0.0580014790565742,0,0.0487659849094171,0.0484881137876427,0.0359036918522861,0.0344827586206897,0,0,0.0937903091855161,0.0350931203171798,0.0194661607260952,0,0.151619608715781,0,0.0273792839096697,0,0,0.0245959483971641,0,0.072835704072923,0,0.0731884214097875,0,0,0,0.0520050967492344,0.0297350516725026,0.0255072163746424,0.0689655172413793,0.0333518672982535,0,0.214422506967559,0,0.0573068255061253,0
"afi",0,0,0.0678942014250899,0,0,1,0,0.0575197308543051,0.0836242010007091,0.0533760512683624,0.0308166775680683,0.0203362958695521,0.0686263516307516,0.0512091556499189,0.186816179439268,0,0.0610088876086563,0,0,0.0605227532668802,0.0413449115297361,0.0283069258536149,0.163499642553468,0,0.0806970043558403,0.0512820512820513,0.089689705866175,0,0.10362697139301,0,0,0,0.0292352673102343,0.18118576883487,0.0226455406828919,0,0,0.021025856676559,0.139771311562922,0.0616333551361366,0.114377252717919,0.0287598654271525,0,0,0.0586883027285054,0,0.134534558799262,0,0.0308166775680683,0.02470831055537,0.0314037146510664,0.0863353144637463,0,0.02470831055537,0,0.0205023092026182,0,0.0494166211107401,0.0965609099170535,0,0.0798606100503591,0,0.0297350516725026,0.036031649688745,0.02470831055537,0.0594701033450053,0,0.0472192164649886,0.0179028718509858,0,0.055749467333806,0.0158550498051498,0.0512091556499189,0,0.0217906816820204,0.146277113079206,0,0,0,0.101273936708367,0.0292352673102343,0.0253184841770917,0.0672672793996312,0,0.0266880256341812,0.0270665980980383,0,0.0769230769230769,0.0266880256341812,0.0444115591684328,0.0217906816820204,0.106752102536725,0,0,0.0924500327042048,0,0.221880078490092,0.0956000809414361,0.0586883027285054,0.0494166211107401,0.0533760512683624,0.118940206690011,0.10362697139301,0,0.0765559002350953,0.251229717208531,0.0877058019307029,0.0302613766334401,0,0.0500156323280355,0.0924500327042049,0.0610088876086563,0.118814852493907,0,0.0877058019307029,0.0302613766334401,0.0266880256341812,0.0250078161640178,0,0.0472192164649886,0.0700712753800578,0.0616333551361366,0,0,0.0690682515709971,0.0960768922830523,0.110985348636049,0,0.0400320384512718,0.0869839312029283,0.0263249063246328,0.0292352673102343,0,0,0,0.0241402274792634,0.0965609099170535,0.0509206510688174,0.0263249063246328,0.0263249063246328,0.0270665980980383,0,0,0.0462250163521024,0.0558435593287455,0.0226455406828919,0,0,0.0283069258536149,0.0266880256341812,0.0871627267280818,0,0.0339471007125449,0.0256410256410256,0,0.0314037146510664,0,0,0,0.0584705346204686,0,0.0912414835752265,0.136557748399784,0.17295817388759,0.027874733666903,0.0427960492510913,0.109388353885649,0.0292352673102343,0.0236096082324943,0.0274617518190545,0,0.0197104131996361,0.0653720450460613,0.021025856676559,0.0228754505435839,0,0.167248402001418,0.125614858604266,0.0636284762975778,0,0,0.0259762166733066,0,0.101481253070083,0.105129283382795,0.027874733666903,0.057831493196624,0.0448448529330875,0.0825797899793814,0.0203362958695521,0.059215412224577,0.146515887151651,0.0224224264665437,0,0.0203362958695521,0,0,0.0533760512683624,0.152029724717057,0.134534558799262,0.0541331961960767,0.0238704958013144,0.0647015448082626,0.0457509010871677,0.0615069276078547,0.0756534415836003,0,0.0380074311792643,0.0194183909345154,0.0394208263992722,0,0.0298640546715776,0.0760148623585287,0.0472192164649886,0.0789747189738985,0.0250078161640178,0.094182848069109,0,0.0187415828197458,0.24768276673103,0,0.0500156323280355,0.0554700196225229,0,0.037229039552497,0.0616333551361366,0.0308166775680683,0.17295817388759,0.160128153805087,0,0.0530495891767305,0.0206724557648681,0.0270665980980383,0.0297350516725026,0.0605227532668802,0.0605227532668802,0,0.0672672793996312,0.0492864058090144,0.0270665980980383,0.183679589592661,0.163551127154219,0.0287598654271525,0.037229039552497,0.0140441681411581,0.0467141835867052,0,0.0213980246255456,0.0308166775680683,0.0435813633640409,0.0250078161640178,0.0584705346204686,0.084103426706236,0.0696868341672576,0.0464405187620682,0,0,0,0.161753862020657,0.0302613766334401,0.0671439662264592,0,0.0217906816820204,0,0.0236096082324943,0,0,0.0424189841983852,0.0666173387526491,0,0.160128153805087,0.0473336874607642,0,0,0.14484136487558,0.0448448529330875,0,0.0219952935107292,0,0,0.0526498126492656,0.0231125081760512,0.154083387840341,0.02470831055537,0.0308166775680683
